column_name,quickstats_section,quickstats_topic,quickstats_row_label,measure_type,source,initial_field_role,initial_modelling_use,notes
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_coal_mining_pct,Income and work,,Coal Mining,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_combined_primary_and_secondary_education_count,Income and work,,Combined Primary and Secondary Education,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_combined_primary_and_secondary_education_pct,Income and work,,Combined Primary and Secondary Education,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_computer_system_design_and_related_services_count,Income and work,,Computer System Design and Related Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_computer_system_design_and_related_services_pct,Income and work,,Computer System Design and Related Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_concreting_services_count,Income and work,,Concreting Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_concreting_services_pct,Income and work,,Concreting Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_copper_ore_mining_count,Income and work,,Copper Ore Mining,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_copper_ore_mining_pct,Income and work,,Copper Ore Mining,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_copper_silver_lead_and_zinc_smelting_and_refining_count,Income and work,,"Copper, Silver, Lead and Zinc Smelting and Refining",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_copper_silver_lead_and_zinc_smelting_and_refining_pct,Income and work,,"Copper, Silver, Lead and Zinc Smelting and Refining",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_correctional_and_detention_services_count,Income and work,,Correctional and Detention Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_correctional_and_detention_services_pct,Income and work,,Correctional and Detention Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_corrugated_paperboard_and_paperboard_container_manufact_count,Income and work,,Corrugated Paperboard and Paperboard Container Manufacturing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_corrugated_paperboard_and_paperboard_container_manufact_pct,Income and work,,Corrugated Paperboard and Paperboard Container Manufacturing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_cotton_growing_count,Income and work,,Cotton Growing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_cotton_growing_pct,Income and work,,Cotton Growing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_courier_pick_up_and_delivery_services_count,Income and work,,Courier Pick-up and Delivery Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_courier_pick_up_and_delivery_services_pct,Income and work,,Courier Pick-up and Delivery Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_creative_artists_musicians_writers_and_performers_count,Income and work,,"Creative Artists, Musicians, Writers and Performers",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_creative_artists_musicians_writers_and_performers_pct,Income and work,,"Creative Artists, Musicians, Writers and Performers",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_cured_meat_and_smallgoods_manufacturing_count,Income and work,,Cured Meat and Smallgoods Manufacturing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_cured_meat_and_smallgoods_manufacturing_pct,Income and work,,Cured Meat and Smallgoods Manufacturing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_dairy_cattle_farming_count,Income and work,,Dairy Cattle Farming,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_dairy_cattle_farming_pct,Income and work,,Dairy Cattle Farming,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_defence_count,Income and work,,Defence,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_defence_pct,Income and work,,Defence,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_electric_cable_and_wire_manufacturing_count,Income and work,,Electric Cable and Wire Manufacturing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_electric_cable_and_wire_manufacturing_pct,Income and work,,Electric Cable and Wire Manufacturing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_electrical_services_count,Income and work,,Electrical Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_electrical_services_pct,Income and work,,Electrical Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_electricity_distribution_count,Income and work,,Electricity Distribution,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_electricity_distribution_pct,Income and work,,Electricity Distribution,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_employment_placement_and_recruitment_services_count,Income and work,,Employment Placement and Recruitment Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_employment_placement_and_recruitment_services_pct,Income and work,,Employment Placement and Recruitment Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_engineering_design_and_engineering_consulting_services_count,Income and work,,Engineering Design and Engineering Consulting Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_engineering_design_and_engineering_consulting_services_pct,Income and work,,Engineering Design and Engineering Consulting Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_explosive_manufacturing_count,Income and work,,Explosive Manufacturing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_explosive_manufacturing_pct,Income and work,,Explosive Manufacturing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_floriculture_production_count,Income and work,,Floriculture Production (Outdoors),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_floriculture_production_pct,Income and work,,Floriculture Production (Outdoors),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_forestry_support_services_count,Income and work,,Forestry Support Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_forestry_support_services_pct,Income and work,,Forestry Support Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_fossil_fuel_electricity_generation_count,Income and work,,Fossil Fuel Electricity Generation,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_fossil_fuel_electricity_generation_pct,Income and work,,Fossil Fuel Electricity Generation,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_fruit_and_vegetable_processing_count,Income and work,,Fruit and Vegetable Processing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_fruit_and_vegetable_processing_pct,Income and work,,Fruit and Vegetable Processing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_gardening_services_count,Income and work,,Gardening Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_gardening_services_pct,Income and work,,Gardening Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_general_practice_medical_services_count,Income and work,,General Practice Medical Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_general_practice_medical_services_pct,Income and work,,General Practice Medical Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_gold_ore_mining_count,Income and work,,Gold Ore Mining,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_gold_ore_mining_pct,Income and work,,Gold Ore Mining,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_grain_mill_product_manufacturing_count,Income and work,,Grain Mill Product Manufacturing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_grain_mill_product_manufacturing_pct,Income and work,,Grain Mill Product Manufacturing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_grain_sheep_or_grain_beef_cattle_farming_count,Income and work,,Grain-Sheep or Grain-Beef Cattle Farming,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_grain_sheep_or_grain_beef_cattle_farming_pct,Income and work,,Grain-Sheep or Grain-Beef Cattle Farming,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_grape_growing_count,Income and work,,Grape Growing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_grape_growing_pct,Income and work,,Grape Growing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_hairdressing_and_beauty_services_count,Income and work,,Hairdressing and Beauty Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_hairdressing_and_beauty_services_pct,Income and work,,Hairdressing and Beauty Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_higher_education_count,Income and work,,Higher Education,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_higher_education_pct,Income and work,,Higher Education,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_horse_farming_count,Income and work,,Horse Farming,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_horse_farming_pct,Income and work,,Horse Farming,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_hospitals_count,Income and work,,Hospitals (except Psychiatric Hospitals),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_hospitals_pct,Income and work,,Hospitals (except Psychiatric Hospitals),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_house_construction_count,Income and work,,House Construction,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_house_construction_pct,Income and work,,House Construction,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_hydro_electricity_generation_count,Income and work,,Hydro-Electricity Generation,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_hydro_electricity_generation_pct,Income and work,,Hydro-Electricity Generation,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_ice_cream_manufacturing_count,Income and work,,Ice Cream Manufacturing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_ice_cream_manufacturing_pct,Income and work,,Ice Cream Manufacturing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_investigation_and_security_services_count,Income and work,,Investigation and Security Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_investigation_and_security_services_pct,Income and work,,Investigation and Security Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_iron_ore_mining_count,Income and work,,Iron Ore Mining,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_iron_ore_mining_pct,Income and work,,Iron Ore Mining,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_iron_smelting_and_steel_manufacturing_count,Income and work,,Iron Smelting and Steel Manufacturing,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_iron_smelting_and_steel_manufacturing_pct,Income and work,,Iron Smelting and Steel Manufacturing,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_labour_supply_services_count,Income and work,,Labour Supply Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_labour_supply_services_pct,Income and work,,Labour Supply Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_landscape_construction_services_count,Income and work,,Landscape Construction Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_landscape_construction_services_pct,Income and work,,Landscape Construction Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_legal_services_count,Income and work,,Legal Services,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_legal_services_pct,Income and work,,Legal Services,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_local_government_administration_count,Income and work,,Local Government Administration,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_income_and_work_unnamed_unnamed_industry_of_employment_top_response_local_government_administration_pct,Income and work,,Local Government Administration,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
