column_name,quickstats_section,quickstats_topic,quickstats_row_label,measure_type,source,initial_field_role,initial_modelling_use,notes
census_qs_dwellings_unnamed_unnamed_dwelling_structure_occupied_private_semi_detached_row_or_terrace_house_townhouse_etc_count,Dwellings,,"Semi-detached, row or terrace house, townhouse etc",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_dwelling_structure_occupied_private_semi_detached_row_or_terrace_house_townhouse_etc_pct,Dwellings,,"Semi-detached, row or terrace house, townhouse etc",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_dwelling_structure_occupied_private_separate_house_count,Dwellings,,Separate house,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_dwelling_structure_occupied_private_separate_house_pct,Dwellings,,Separate house,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_1_bedroom_count,Dwellings,,1 bedroom,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_1_bedroom_pct,Dwellings,,1 bedroom,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_2_bedrooms_count,Dwellings,,2 bedrooms,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_2_bedrooms_pct,Dwellings,,2 bedrooms,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_3_bedrooms_count,Dwellings,,3 bedrooms,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_3_bedrooms_pct,Dwellings,,3 bedrooms,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_4_or_more_bedrooms_count,Dwellings,,4 or more bedrooms,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_4_or_more_bedrooms_pct,Dwellings,,4 or more bedrooms,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_average_number_of_bedrooms_per_dwelling_count,Dwellings,,Average number of bedrooms per dwelling,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_average_number_of_people_per_household_count,Dwellings,,Average number of people per household,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_none_count,Dwellings,,None (includes studio apartments or bedsitters),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_none_pct,Dwellings,,None (includes studio apartments or bedsitters),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_number_of_bedrooms_not_stated_count,Dwellings,,Number of bedrooms not stated,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_bedrooms_occupied_private_number_of_bedrooms_not_stated_pct,Dwellings,,Number of bedrooms not stated,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_1_motor_vehicle_count,Dwellings,,1 motor vehicle,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_1_motor_vehicle_pct,Dwellings,,1 motor vehicle,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_2_motor_vehicles_count,Dwellings,,2 motor vehicles,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_2_motor_vehicles_pct,Dwellings,,2 motor vehicles,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_3_or_more_vehicles_count,Dwellings,,3 or more vehicles,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_3_or_more_vehicles_pct,Dwellings,,3 or more vehicles,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_number_of_motor_vehicles_not_stated_count,Dwellings,,Number of motor vehicles not stated,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_dwellings_unnamed_unnamed_number_of_registered_motor_vehicles_number_of_motor_vehicles_not_stated_pct,Dwellings,,Number of motor vehicles not stated,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_advanced_diploma_and_diploma_level_count,Education,,Advanced Diploma and Diploma level,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_advanced_diploma_and_diploma_level_pct,Education,,Advanced Diploma and Diploma level,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_bachelor_degree_level_and_above_count,Education,,Bachelor Degree level and above,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_bachelor_degree_level_and_above_pct,Education,,Bachelor Degree level and above,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_i_count,Education,,Certificate level I,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_i_pct,Education,,Certificate level I,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_ii_count,Education,,Certificate level II,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_ii_pct,Education,,Certificate level II,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_iii_count,Education,,Certificate level III,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_iii_pct,Education,,Certificate level III,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_iv_count,Education,,Certificate level IV,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_certificate_level_iv_pct,Education,,Certificate level IV,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_inadequately_described_count,Education,,Inadequately described,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_inadequately_described_pct,Education,,Inadequately described,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_no_educational_attainment_count,Education,,No educational attainment,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_no_educational_attainment_pct,Education,,No educational attainment,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_not_stated_count,Education,,Not stated,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_not_stated_pct,Education,,Not stated,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_10_count,Education,,Year 10,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_10_pct,Education,,Year 10,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_11_count,Education,,Year 11,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_11_pct,Education,,Year 11,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_12_count,Education,,Year 12,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_12_pct,Education,,Year 12,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_9_or_below_count,Education,,Year 9 or below,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_level_of_highest_educational_attain_year_9_or_below_pct,Education,,Year 9 or below,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_not_stated_count,Education,,Not stated,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_not_stated_pct,Education,,Not stated,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_other_count,Education,,Other,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_other_pct,Education,,Other,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_preschool_count,Education,,Preschool,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_preschool_pct,Education,,Preschool,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_catholic_count,Education,,Primary - Catholic,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_catholic_pct,Education,,Primary - Catholic,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_government_count,Education,,Primary - Government,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_government_pct,Education,,Primary - Government,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_other_non_government_count,Education,,Primary - other non-Government,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_other_non_government_pct,Education,,Primary - other non-Government,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_total_count,Education,,Primary total (a),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_primary_total_pct,Education,,Primary total (a),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_catholic_count,Education,,Secondary - Catholic,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_catholic_pct,Education,,Secondary - Catholic,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_government_count,Education,,Secondary - Government,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_government_pct,Education,,Secondary - Government,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_other_non_government_count,Education,,Secondary - other non-Government,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_other_non_government_pct,Education,,Secondary - other non-Government,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_total_count,Education,,Secondary total (b),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_secondary_total_pct,Education,,Secondary total (b),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_tertiary_total_count,Education,,Tertiary total (c),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_tertiary_total_pct,Education,,Tertiary total (c),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_tertiary_university_or_other_higher_education_count,Education,,Tertiary - University or other higher education,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_tertiary_university_or_other_higher_education_pct,Education,,Tertiary - University or other higher education,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_tertiary_vocational_education_count,Education,,Tertiary - Vocational education (including TAFE and private training providers),count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_education_unnamed_unnamed_type_of_educational_institution_att_tertiary_vocational_education_pct,Education,,Tertiary - Vocational education (including TAFE and private training providers),percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_both_employed_worked_full_time_count,Families,,"Both employed, worked full-time",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_both_employed_worked_full_time_pct,Families,,"Both employed, worked full-time",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_both_employed_worked_part_time_count,Families,,"Both employed, worked part-time",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_both_employed_worked_part_time_pct,Families,,"Both employed, worked part-time",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_both_not_working_count,Families,,Both not working,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_both_not_working_pct,Families,,Both not working,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_labour_force_status_not_stated_count,Families,,Labour force status not stated,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_labour_force_status_not_stated_pct,Families,,Labour force status not stated,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_one_employed_full_time_one_part_time_count,Families,,"One employed full-time, one part-time",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_one_employed_full_time_one_part_time_pct,Families,,"One employed full-time, one part-time",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_one_employed_full_time_other_not_working_count,Families,,"One employed full-time, other not working",count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_families_unnamed_unnamed_employment_status_of_couple_familie_one_employed_full_time_other_not_working_pct,Families,,"One employed full-time, other not working",percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
