timestamp_utc,response_index,status,url,resource_type,content_type,saved_path,capture_status,target_score,target_hits_json
2026-06-19T01:02:03.499469+00:00,655,200,https://dataresearch.ndis.gov.au/modules/contrib/search_api_autocomplete/css/search_api_autocomplete.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.499737+00:00,656,200,"https://fonts.googleapis.com/css?family=Asap:400,500,600,700|Open+Sans:300,400,600,700",stylesheet,text/css; charset=utf-8,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.502384+00:00,664,200,https://dataresearch.ndis.gov.au/modules/contrib/toc_api/css/toc.menu.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.502641+00:00,665,200,https://dataresearch.ndis.gov.au/modules/contrib/toc_api/css/toc.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.502919+00:00,666,200,https://dataresearch.ndis.gov.au/modules/contrib/toc_api/css/toc.tree.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.503232+00:00,667,200,https://dataresearch.ndis.gov.au/modules/contrib/toc_api/css/toc.responsive.css?tgn9h4,stylesheet,text/css,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.505221+00:00,678,200,https://dataresearch.ndis.gov.au/themes/custom/ndis/assets/dist/js/chunk/provider-search-8ce008ec617ad8f64458.js,script,application/javascript,,capture_failed,1,"{""provider_market"": [""provider""]}"
2026-06-19T01:02:03.657200+00:00,705,200,https://dataresearch.ndis.gov.au/core/modules/system/css/components/hidden.module.css?tgn9h4,stylesheet,text/css,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_capture\ndia_explore_q4_fy2021_22_sa2_capture\responses\hidden.module.css,captured,1,"{""download_api"": [""query""]}"
2026-06-19T01:02:03.687832+00:00,721,200,"https://fonts.googleapis.com/css?family=Asap:400,500,600,700|Open+Sans:300,400,600,700",stylesheet,text/css; charset=utf-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_capture\ndia_explore_q4_fy2021_22_sa2_capture\responses\response_00721_ead8f3b067f1.txt,captured,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.832976+00:00,735,200,https://dataresearch.ndis.gov.au/themes/custom/ndis/assets/dist/js/chunk/tooltips-784b4511e5f1a5e35384.js,script,application/javascript,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_capture\ndia_explore_q4_fy2021_22_sa2_capture\responses\tooltips-784b4511e5f1a5e35384.js,captured,1,"{""download_api"": [""json""]}"
2026-06-19T01:02:03.835102+00:00,736,200,https://dataresearch.ndis.gov.au/themes/custom/ndis/assets/dist/js/chunk/last-section-70917d432d42f1b53c4d.js,script,application/javascript,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_capture\ndia_explore_q4_fy2021_22_sa2_capture\responses\last-section-70917d432d42f1b53c4d.js,captured,1,"{""download_api"": [""json""]}"
2026-06-19T01:02:03.843600+00:00,739,200,https://dataresearch.ndis.gov.au/themes/custom/ndis/assets/dist/js/chunk/vendors~language-slider-317db361d1c9edbcb3a2.js,script,application/javascript,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_capture\ndia_explore_q4_fy2021_22_sa2_capture\responses\vendors_language-slider-317db361d1c9edbcb3a2.js,captured,1,"{""download_api"": [""json""]}"
2026-06-19T01:02:03.846846+00:00,740,200,https://dataresearch.ndis.gov.au/themes/custom/ndis/assets/dist/js/chunk/language-slider-b4647329e45ca0847fe3.js,script,application/javascript,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_capture\ndia_explore_q4_fy2021_22_sa2_capture\responses\language-slider-b4647329e45ca0847fe3.js,captured,1,"{""download_api"": [""json""]}"
2026-06-19T01:02:04.033762+00:00,757,200,https://dataresearch.ndis.gov.au/themes/custom/ndis/assets/dist/css/chunks/vendors~mmenu-b1ce815911cccc07.css,stylesheet,text/css,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_capture\ndia_explore_q4_fy2021_22_sa2_capture\responses\vendors_mmenu-b1ce815911cccc07.css,captured,1,"{""download_api"": [""query""]}"
2026-06-19T00:51:58.347763+00:00,69,204,https://www.google.com/g/collect?v=2&tid=G-05JF9SVH6P&gtm=45je66h0v9102693466z8813473298za20gzb813473298zd813473298&_p=1781830310805&gcd=13l3l3l3l1l1&npa=0&dma=0&ecid=1967512450&are=1&cid=1802471032.1781830313&frm=0&pscdl=noapi&rcb=6&sr=1700x1100&uaa=x86&uab=64&uafvl=Not%252FA%29Brand%3B99.0.0.0%7CChromium%3B148.0.7778.96&uam=&uamb=0&uap=Windows&uapv=10.0&uaw=0&ul=en-gb&_s=1&tag_exp=115616985%7E115938465%7E115938469%7E119027224%7E119392696%7E119392704%7E119456239%7E119456247&sid=1781830313&sct=1&seg=0&dl=https%3A%2F%2Fdataresearch.ndis.gov.au%2Fexplore-data&dt=Explore+data+%7C+NDIS&en=page_view&_fv=1&_nsi=1&_ss=1&tfd=2924&gaf=1,fetch,text/plain,,capture_failed,1,"{""download_api"": [""api""]}"
2026-06-19T01:02:03.281337+00:00,72,204,https://www.google.com/g/collect?v=2&tid=G-05JF9SVH6P&gtm=45je66h0v9102693466z8813473298za20gzb813473298zd813473298&_p=1781830310805&gcd=13l3l3l3l1l1&npa=0&dma=0&ecid=1967512450&_eu=AAAAAAQ&are=1&cid=1802471032.1781830313&frm=0&pscdl=noapi&rcb=6&sr=1700x1100&uaa=x86&uab=64&uafvl=Not%252FA%29Brand%3B99.0.0.0%7CChromium%3B148.0.7778.96&uam=&uamb=0&uap=Windows&uapv=10.0&uaw=0&ul=en-gb&_s=2&tag_exp=115616985%7E115938465%7E115938469%7E119027224%7E119392696%7E119392704%7E119456239%7E119456247&sid=1781830313&sct=1&seg=1&dl=https%3A%2F%2Fdataresearch.ndis.gov.au%2Fexplore-data&dt=Explore+data+%7C+NDIS&en=Scroll&epn.percent_scrolled=25&ep.scroll_count=1&_et=23338&tfd=31281&gaf=1,fetch,text/plain,,capture_failed,1,"{""download_api"": [""api""]}"
