request_timestamp_utc,sa3_code_2021,sa3_name_2021,state_name_2021,year_requested,status,records_retrieved,raw_file,error
2026-06-18T02:52:52.722407+00:00,20303,Surf Coast - Bellarine Peninsula,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20303_surf_coast_bellarine_peninsula_2021_22.csv,
2026-06-18T02:53:06.329596+00:00,20401,Upper Goulburn Valley,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20401_upper_goulburn_valley_2021_22.csv,
2026-06-18T02:53:17.656111+00:00,20402,Wangaratta - Benalla,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20402_wangaratta_benalla_2021_22.csv,
2026-06-18T02:53:32.383627+00:00,20403,Wodonga - Alpine,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20403_wodonga_alpine_2021_22.csv,
2026-06-18T02:53:52.511440+00:00,20501,Baw Baw,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20501_baw_baw_2021_22.csv,
2026-06-18T02:54:11.108049+00:00,20502,Gippsland - East,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20502_gippsland_east_2021_22.csv,
2026-06-18T02:54:21.449121+00:00,20503,Gippsland - South West,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20503_gippsland_south_west_2021_22.csv,
2026-06-18T02:54:29.582833+00:00,20504,Latrobe Valley,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20504_latrobe_valley_2021_22.csv,
2026-06-18T02:54:37.990322+00:00,20505,Wellington,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20505_wellington_2021_22.csv,
2026-06-18T02:54:46.805163+00:00,20601,Brunswick - Coburg,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20601_brunswick_coburg_2021_22.csv,
2026-06-18T02:54:55.236280+00:00,20602,Darebin - South,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20602_darebin_south_2021_22.csv,
2026-06-18T02:55:03.541511+00:00,20603,Essendon,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20603_essendon_2021_22.csv,
2026-06-18T02:55:11.730859+00:00,20604,Melbourne City,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20604_melbourne_city_2021_22.csv,
2026-06-18T02:55:20.979042+00:00,20605,Port Phillip,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20605_port_phillip_2021_22.csv,
2026-06-18T02:55:29.125015+00:00,20606,Stonnington - West,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20606_stonnington_west_2021_22.csv,
2026-06-18T02:55:37.818968+00:00,20607,Yarra,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20607_yarra_2021_22.csv,
2026-06-18T02:55:47.125086+00:00,20701,Boroondara,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20701_boroondara_2021_22.csv,
2026-06-18T02:55:57.019763+00:00,20702,Manningham - West,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20702_manningham_west_2021_22.csv,
2026-06-18T02:56:05.340856+00:00,20703,Whitehorse - West,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20703_whitehorse_west_2021_22.csv,
2026-06-18T02:56:13.664543+00:00,20801,Bayside,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20801_bayside_2021_22.csv,
2026-06-18T02:56:21.831269+00:00,20802,Glen Eira,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20802_glen_eira_2021_22.csv,
2026-06-18T02:56:29.907456+00:00,20803,Kingston,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20803_kingston_2021_22.csv,
2026-06-18T02:56:38.123115+00:00,20804,Stonnington - East,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20804_stonnington_east_2021_22.csv,
2026-06-18T02:56:47.145972+00:00,20901,Banyule,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20901_banyule_2021_22.csv,
2026-06-18T02:57:01.136587+00:00,20902,Darebin - North,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20902_darebin_north_2021_22.csv,
2026-06-18T02:57:12.435897+00:00,20903,Nillumbik - Kinglake,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20903_nillumbik_kinglake_2021_22.csv,
2026-06-18T02:57:24.836598+00:00,20904,Whittlesea - Wallan,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_20904_whittlesea_wallan_2021_22.csv,
2026-06-18T02:57:34.698415+00:00,21001,Keilor,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21001_keilor_2021_22.csv,
2026-06-18T02:57:44.124955+00:00,21002,Macedon Ranges,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21002_macedon_ranges_2021_22.csv,
2026-06-18T02:57:53.432739+00:00,21003,Moreland - North,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21003_moreland_north_2021_22.csv,
2026-06-18T02:58:03.158688+00:00,21004,Sunbury,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21004_sunbury_2021_22.csv,
2026-06-18T02:58:13.356107+00:00,21005,Tullamarine - Broadmeadows,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21005_tullamarine_broadmeadows_2021_22.csv,
2026-06-18T02:58:22.880039+00:00,21101,Knox,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21101_knox_2021_22.csv,
2026-06-18T02:58:35.515862+00:00,21102,Manningham - East,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21102_manningham_east_2021_22.csv,
2026-06-18T02:58:44.134093+00:00,21103,Maroondah,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21103_maroondah_2021_22.csv,
2026-06-18T02:58:52.530575+00:00,21104,Whitehorse - East,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21104_whitehorse_east_2021_22.csv,
2026-06-18T02:59:01.596796+00:00,21105,Yarra Ranges,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21105_yarra_ranges_2021_22.csv,
2026-06-18T02:59:10.343991+00:00,21201,Cardinia,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21201_cardinia_2021_22.csv,
2026-06-18T02:59:20.296529+00:00,21202,Casey - North,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21202_casey_north_2021_22.csv,
2026-06-18T02:59:28.641688+00:00,21203,Casey - South,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21203_casey_south_2021_22.csv,
2026-06-18T02:59:37.895604+00:00,21204,Dandenong,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21204_dandenong_2021_22.csv,
2026-06-18T02:59:46.102866+00:00,21205,Monash,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21205_monash_2021_22.csv,
2026-06-18T02:59:56.835763+00:00,21301,Brimbank,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21301_brimbank_2021_22.csv,
2026-06-18T03:00:06.642437+00:00,21302,Hobsons Bay,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21302_hobsons_bay_2021_22.csv,
2026-06-18T03:00:15.965528+00:00,21303,Maribyrnong,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21303_maribyrnong_2021_22.csv,
2026-06-18T03:00:24.709062+00:00,21304,Melton - Bacchus Marsh,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21304_melton_bacchus_marsh_2021_22.csv,
2026-06-18T03:00:34.297931+00:00,21305,Wyndham,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21305_wyndham_2021_22.csv,
2026-06-18T03:00:43.192514+00:00,21401,Frankston,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21401_frankston_2021_22.csv,
2026-06-18T03:00:52.327458+00:00,21402,Mornington Peninsula,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21402_mornington_peninsula_2021_22.csv,
2026-06-18T03:01:02.949448+00:00,21501,Grampians,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21501_grampians_2021_22.csv,
2026-06-18T03:01:14.988496+00:00,21502,Mildura,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21502_mildura_2021_22.csv,
2026-06-18T03:01:25.036691+00:00,21503,Murray River - Swan Hill,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21503_murray_river_swan_hill_2021_22.csv,
2026-06-18T03:01:35.346199+00:00,21601,Campaspe,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21601_campaspe_2021_22.csv,
2026-06-18T03:01:45.221024+00:00,21602,Moira,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21602_moira_2021_22.csv,
2026-06-18T03:01:54.858336+00:00,21603,Shepparton,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21603_shepparton_2021_22.csv,
2026-06-18T03:02:03.315483+00:00,21701,Glenelg - Southern Grampians,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21701_glenelg_southern_grampians_2021_22.csv,
2026-06-18T03:02:12.841766+00:00,21703,Colac - Corangamite,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21703_colac_corangamite_2021_22.csv,
2026-06-18T03:02:21.439529+00:00,21704,Warrnambool,Victoria,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_21704_warrnambool_2021_22.csv,
2026-06-18T03:02:30.365317+00:00,50101,Augusta - Margaret River - Busselton,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50101_augusta_margaret_river_busselton_2021_22.csv,
2026-06-18T03:02:39.316079+00:00,50102,Bunbury,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50102_bunbury_2021_22.csv,
2026-06-18T03:02:53.173516+00:00,50103,Manjimup,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50103_manjimup_2021_22.csv,
2026-06-18T03:03:10.991386+00:00,50201,Mandurah,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50201_mandurah_2021_22.csv,
2026-06-18T03:03:22.683120+00:00,50301,Cottesloe - Claremont,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50301_cottesloe_claremont_2021_22.csv,
2026-06-18T03:03:33.792186+00:00,50302,Perth City,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50302_perth_city_2021_22.csv,
2026-06-18T03:03:43.216066+00:00,50401,Bayswater - Bassendean,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50401_bayswater_bassendean_2021_22.csv,
2026-06-18T03:03:53.139903+00:00,50402,Mundaring,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50402_mundaring_2021_22.csv,
2026-06-18T03:04:01.765658+00:00,50403,Swan,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50403_swan_2021_22.csv,
2026-06-18T03:04:10.541607+00:00,50501,Joondalup,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50501_joondalup_2021_22.csv,
2026-06-18T03:04:19.098600+00:00,50502,Stirling,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50502_stirling_2021_22.csv,
2026-06-18T03:04:29.222420+00:00,50503,Wanneroo,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50503_wanneroo_2021_22.csv,
2026-06-18T03:04:37.973640+00:00,50601,Armadale,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50601_armadale_2021_22.csv,
2026-06-18T03:04:46.103354+00:00,50602,Belmont - Victoria Park,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50602_belmont_victoria_park_2021_22.csv,
2026-06-18T03:04:54.360397+00:00,50603,Canning,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50603_canning_2021_22.csv,
2026-06-18T03:05:02.404806+00:00,50604,Gosnells,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50604_gosnells_2021_22.csv,
2026-06-18T03:05:11.084690+00:00,50605,Kalamunda,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50605_kalamunda_2021_22.csv,
2026-06-18T03:05:19.292309+00:00,50606,Serpentine - Jarrahdale,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50606_serpentine_jarrahdale_2021_22.csv,
2026-06-18T03:05:28.012638+00:00,50607,South Perth,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50607_south_perth_2021_22.csv,
2026-06-18T03:05:38.089339+00:00,50701,Cockburn,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50701_cockburn_2021_22.csv,
2026-06-18T03:05:46.516298+00:00,50702,Fremantle,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50702_fremantle_2021_22.csv,
2026-06-18T03:05:55.000714+00:00,50703,Kwinana,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50703_kwinana_2021_22.csv,
2026-06-18T03:06:03.236142+00:00,50704,Melville,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50704_melville_2021_22.csv,
2026-06-18T03:06:11.416642+00:00,50705,Rockingham,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50705_rockingham_2021_22.csv,
2026-06-18T03:06:19.794284+00:00,50901,Albany,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50901_albany_2021_22.csv,
2026-06-18T03:06:30.337855+00:00,50902,Wheat Belt - North,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50902_wheat_belt_north_2021_22.csv,
2026-06-18T03:06:40.650713+00:00,50903,Wheat Belt - South,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_50903_wheat_belt_south_2021_22.csv,
2026-06-18T03:06:51.028642+00:00,51001,Kimberley,Western Australia,2021-22,success,150,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51001_kimberley_2021_22.csv,
2026-06-18T03:07:02.329094+00:00,51002,East Pilbara,Western Australia,2021-22,success,110,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51002_east_pilbara_2021_22.csv,
2026-06-18T03:07:11.308075+00:00,51003,West Pilbara,Western Australia,2021-22,success,118,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51003_west_pilbara_2021_22.csv,
2026-06-18T03:07:19.917700+00:00,51101,Esperance,Western Australia,2021-22,success,150,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51101_esperance_2021_22.csv,
2026-06-18T03:07:30.103370+00:00,51102,Gascoyne,Western Australia,2021-22,success,118,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51102_gascoyne_2021_22.csv,
2026-06-18T03:07:39.490970+00:00,51103,Goldfields,Western Australia,2021-22,success,150,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51103_goldfields_2021_22.csv,
2026-06-18T03:07:48.828732+00:00,51104,Mid West,Western Australia,2021-22,success,182,D:\Good Measure\MentalWellbeingbyGeography\data\raw\aihw\regional_profiles_sa3_embedding_api\individual\aihw_regional_profiles_sa3_51104_mid_west_2021_22.csv,
