archive_path,archive_name,member_name,member_extension,member_file_size,member_compress_size,member_is_dir,member_is_candidate_data,detected_geographies
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_wa_en.csv,.csv,796398,22047,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_CED_2021_TB_RECODES.zip,SA1_2016_CED_2021_TB_RECODES.zip,2021_ced_wa_ur.csv,.csv,886306,22608,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_act_en.csv,.csv,149025,4942,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_act_ur.csv,.csv,166372,5055,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_nsw_en.csv,.csv,2369801,66952,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_nsw_ur.csv,.csv,2645928,67102,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_nt_en.csv,.csv,79752,2893,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_nt_ur.csv,.csv,89283,3004,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_ot_en.csv,.csv,3001,263,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_ot_ur.csv,.csv,3472,299,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_qld_en.csv,.csv,1486605,44088,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_qld_ur.csv,.csv,1660192,44377,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_sa_en.csv,.csv,539279,15975,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_sa_ur.csv,.csv,603095,16517,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_tas_en.csv,.csv,199689,6537,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_tas_ur.csv,.csv,221792,6439,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_vic_en.csv,.csv,2130684,52489,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_vic_ur.csv,.csv,2341922,51895,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_wa_en.csv,.csv,888352,23494,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\geography\SA1_2016_SED_2021_TB_RECODES.zip,SA1_2016_SED_2021_TB_RECODES.zip,2021_sed_wa_ur.csv,.csv,978253,22756,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Index-data-cubes-all.zip,Index-data-cubes-all.zip,"Statistical Area Level 1, Indexes, SEIFA 2021.xlsx",.xlsx,24375522,23100455,0,1,SA1
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Index-data-cubes-all.zip,Index-data-cubes-all.zip,"Statistical Area Level 2, Indexes, SEIFA 2021.xlsx",.xlsx,1316059,1276743,0,1,SA2
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Index-data-cubes-all.zip,Index-data-cubes-all.zip,"Local Government Area, Indexes, SEIFA 2021.xlsx",.xlsx,393344,358949,0,1,LGA
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Index-data-cubes-all.zip,Index-data-cubes-all.zip,"Suburbs and Localities, Indexes, SEIFA 2021.xlsx",.xlsx,7099760,7042044,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Index-data-cubes-all.zip,Index-data-cubes-all.zip,"Postal Area, Indexes, SEIFA 2021.xlsx",.xlsx,1393579,1361706,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Population-distribution-data-cubes-all.zip,Population-distribution-data-cubes-all.zip,"Statistical Area Level 3, Population Distributions, SEIFA 2021.xlsx",.xlsx,399498,362172,0,1,SA3
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Population-distribution-data-cubes-all.zip,Population-distribution-data-cubes-all.zip,"Statistical Area Level 4, Population Distributions, SEIFA 2021.xlsx",.xlsx,233400,203640,0,1,SA4
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Population-distribution-data-cubes-all.zip,Population-distribution-data-cubes-all.zip,"Local Government Area, Population Distributions, SEIFA 2021.xlsx",.xlsx,502477,450667,0,1,LGA
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Population-distribution-data-cubes-all.zip,Population-distribution-data-cubes-all.zip,"Commonwealth Electoral Division, Population Distributions, SEIFA 2021.xlsx",.xlsx,274033,243675,0,1,unknown
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\Population-distribution-data-cubes-all.zip,Population-distribution-data-cubes-all.zip,"State Electoral Division, Population Distributions, SEIFA 2021.xlsx",.xlsx,456673,415098,0,1,STATE_TERRITORY
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"Statistical Area Level 2, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,736237,683295,0,1,SA1;SA2
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"Statistical Area Level 3, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,170030,153575,0,1,SA1;SA3
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"Statistical Area Level 4, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,90155,78168,0,1,SA1;SA4
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"Local Government Area, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,224096,207233,0,1,SA1;LGA
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"Suburbs and Localities, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,3863613,3158851,0,1,SA1
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"Postal Area, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,714989,645591,0,1,SA1
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"Commonwealth Electoral Division, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,107564,95243,0,1,SA1
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs\seifa\SA1-distribution-data-cubes-all.zip,SA1-distribution-data-cubes-all.zip,"State Electoral Division, SA1 Distributions, SEIFA 2021.xlsx",.xlsx,184919,172693,0,1,SA1;STATE_TERRITORY
