probe_timestamp_utc,probe_index,url,status_code,content_type,content_length,saved_path,request_status,error,saved_file_size_bytes,saved_file_suffix,json_status,json_type,top_level_list_len,content_target_score,content_target_hits_json
2026-06-19T02:06:30.240766+00:00,71,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,download_api,api",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_lga_sa2_f172874123.json,downloaded,,122148.0,.json,pass,list,563.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:30.559416+00:00,72,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,fetch,,4,",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_lga_sa2_a2e27d3499.json,downloaded,,122148.0,.json,pass,list,563.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:30.873584+00:00,73,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,fetch,application/json,,122148,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_lga_sa2_c380b3940b.json,downloaded,,122148.0,.json,pass,list,563.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:31.192845+00:00,74,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,fetch,application/json,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_lga_sa2_5e1511d375.json,downloaded,,122148.0,.json,pass,list,563.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:31.510980+00:00,75,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,geography,lga",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_lga_sa2_6d9f052b9f.json,downloaded,,122148.0,.json,pass,list,563.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:31.812724+00:00,76,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_region_lga_sa2.json?nocache=1781830311,provider_market,market,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_region_lga_sa2_c36597ff47.json,downloaded,,122148.0,.json,pass,list,563.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:32.146758+00:00,77,https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_sa2_fn_suburb.json?nocache=1781830311,200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_sa2_fn_suburb.json,downloaded,,345431.0,.json,pass,list,2235.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:32.476681+00:00,78,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_sa2_fn_suburb.json?nocache=1781830311,download_api,api",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_sa2_fn_suburb_4a0935a01f.json,downloaded,,345431.0,.json,pass,list,2235.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:32.810040+00:00,79,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_sa2_fn_suburb.json?nocache=1781830311,fetch,,3,",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_sa2_fn_suburb_ccc55718e7.json,downloaded,,345431.0,.json,pass,list,2235.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
2026-06-19T02:06:33.135489+00:00,80,"https://dataresearch.ndis.gov.au/sites/default/files/react_extract/public_market_data/build/data/filters/state_sa2_fn_suburb.json?nocache=1781830311,fetch,application/json,,345431,D:\Good",200,application/json,,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\explore_data_tool_historical_probe\20260619_120548_2122_q4_2122_q3\data\filters\state_sa2_fn_suburb_b2f7b3a226.json,downloaded,,345431.0,.json,pass,list,2235.0,4.0,"{""geography"": [""lga"", ""region"", ""sa2""], ""provider_market"": [""market""]}"
