source_page_key,source_page_url,source_family,link_text,download_url,suffix_hint,discovered_at_utc,final_url,content_type,local_path,status,error,size_bytes
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,sda_dwellings_demand,SDA Enrolled dwellings and NDIS demand data (XLSX 1.1MB),https://dataresearch.ndis.gov.au/media/4248/download?attachment,.xlsx,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4248/download?attachment,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\sda_dwellings_demand__SDA_Enrolled_dwellings_and_NDIS_demand_data_.xlsx,downloaded,,1126284
participant_datasets,https://dataresearch.ndis.gov.au/datasets/participant-datasets,sil_participants,SIL participants data (CSV 74KB),https://dataresearch.ndis.gov.au/media/4269/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4269/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\sil_participants__SIL_participants_data.csv,downloaded,,74870
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 31 March 2026 (CSV 3.8MB),https://dataresearch.ndis.gov.au/media/4531/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4531/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_data_as_at_31_March_2026.csv,downloaded,,4140908
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 31 December 2025 (CSV 4MB),https://dataresearch.ndis.gov.au/media/4487/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4487/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_data_as_at_31_December_2025.csv,downloaded,,4183026
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 30 September 2025 (CSV 4.1MB),https://dataresearch.ndis.gov.au/media/4450/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4450/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_data_30_September_2025.csv,downloaded,,4217969
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 30 June 2025 (CSV 4.11MB),https://dataresearch.ndis.gov.au/media/4369/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4369/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_data_as_at_30_June_2025.csv,downloaded,,4308608
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 31 March 2025 (CSV 4.2MB),https://dataresearch.ndis.gov.au/media/4317/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4317/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_data_as_at_31_March_2025.csv,downloaded,,4343673
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 31 December 2024 (CSV 4.2 MB),https://dataresearch.ndis.gov.au/media/4216/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4216/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_as_at_31_December_2024.csv,downloaded,,4381280
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 30 September 2024 (CSV 4.2 MB),https://dataresearch.ndis.gov.au/media/4147/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4147/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_data_as_at_30_September_2024_0.csv,downloaded,,4310251
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,active_providers,Active providers data as at 30 June 2024 (CSV 12.9MB),https://dataresearch.ndis.gov.au/media/4105/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4105/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\active_providers__Active_providers_data_June_2024_2_.csv,downloaded,,13493217
provider_datasets,https://dataresearch.ndis.gov.au/datasets/provider-datasets,market_concentration,Market Concentration data (CSV 760KB),https://dataresearch.ndis.gov.au/media/4231/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4231/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\market_concentration__Market_Concentration_data.csv,downloaded,,778149
payments_datasets,https://dataresearch.ndis.gov.au/datasets/payments-datasets,payments,Payments data March 2026 (CSV 13.7MB),https://dataresearch.ndis.gov.au/media/4532/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4532/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\payments__Payments_data_March_2026.csv,downloaded,,14367046
payments_datasets,https://dataresearch.ndis.gov.au/datasets/payments-datasets,payments,Payments data December 2025 (CSV 14MB),https://dataresearch.ndis.gov.au/media/4488/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4488/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\payments__Payments_data_December_2025.csv,downloaded,,14614255
payments_datasets,https://dataresearch.ndis.gov.au/datasets/payments-datasets,payments,Payments data September 2025 (CSV 14.2MB),https://dataresearch.ndis.gov.au/media/4475/download?attachment,.csv,2026-06-19T00:46:08.214618+00:00,https://dataresearch.ndis.gov.au/media/4475/download?attachment,text/csv; charset=UTF-8,D:\Good Measure\MentalWellbeingbyGeography\data\raw\ndia\public_data_downloads\downloads\payments__Payments_data_September_2025.csv,downloaded,,14892418
