workbook_path,workbook_name,sheet_name,sheet_index,sheet_rows_reported,sheet_columns_reported,sample_rows_read,sample_columns_read,sample_read_status,detected_geography_terms,header_text_sample
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.1,1,101.0,10.0,25,9,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.1 TOTAL POPULATION, All persons by selected characteristics, 2021(a) | NSW | Vic. | Qld | SA | WA | Tas. | NT | ACT | no. | no. | no. | no. | no. | no. | no. | no. | TOTAL PERSONS | Age groups (years) | Under 12 | 1170747 | 935471 | 758111 | 239830 | 403459 | 72416 | 39641 | 67201 | 12–18 | 668187 | 524804 | 458522 | 142682 | 226240 | 44630 | 20639 | 35965 | 19–24 | 585150 | 482720 | 384917 | 128950 | 188114 | 36679 | 18578 | 40381 | 25–34 | 1142026 | 975490 | 701674 | 235287 | 372239 | 76652 | 42870 | 77747 | 35–44 | 1103167 | 918725 | 687752 | 226656 | 379321 | 65951 | 35800 | 69387 | 45–54 | 1016948 | 826883 | 674090 | 224633 | 348148 | 69197 | 29953 | 56207 | 55–64 | 961784 | 746537 | 615292 | 227147 | 313382 | 75393 | 24214 | 45406 | 65–74 | 788725 | 605555 | 503466 | 196344 | 247363 | 66998 | 14498 | 35673 | 75 and over | 635418 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.2,2,120.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.2 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, New South Wales, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | NEW SOUTH WALES | Age groups (years) | Under 12 | 21 | 2 | 1155 | 23 | 397 | 10 | 78 | 1 | 132 | 9 | 2448 | 17 | "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.3,3,107.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.3 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Victoria, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | VICTORIA | Age groups (years) | Under 12 | 4 | 0 | 1991 | 25 | 266 | 10 | 49 | 1 | 181 | 11 | 1631 | 18 | 4135 | 13 | 35"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.4,4,107.0,24.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.4 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Queensland, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | QUEENSLAND | Age groups (years) | Under 12 | 68 | 3 | 1012 | 24 | 515 | 10 | 17 | 1 | 18 | 4 | 1823 | 23 | 3455 | 15 |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.5,5,107.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.5 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, South Australia, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | SOUTH AUSTRALIA | Age groups (years) | Under 12 | 11 | 3 | 676 | 27 | 134 | 10 | 6 | 1 | 47 | 18 | 463 | 20 | 134"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.6,6,107.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.6 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Western Australia, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | WESTERN AUSTRALIA | Age groups (years) | Under 12 | 58 | 3 | 197 | 12 | 217 | 10 | 13 | 2 | 8 | 7 | 661 | 23 | "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.7,7,107.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.7 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Tasmania, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | TASMANIA | Age groups (years) | Under 12 | 8 | 3 | 116 | 22 | 65 | 11 | 0 | 0 | 0 | 0 | 140 | 20 | 325 | 14 | 314 | 22 |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.8,8,107.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.8 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Northern Territory, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | NORTHERN TERRITORY | Age groups (years) | Under 12 | 41 | 6 | 242 | 14 | 79 | 12 | 0 | 0 | 0 | 0 | 2393 | 24 |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,abs_homelessness_census__002__download_xlsx_132_39_kb.xlsx,Table_2.9,9,107.0,24.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO002_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 2.9 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Australian Capital Territory, by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | AUSTRALIAN CAPITAL TERRITORY | Age groups (years) | Under 12 | 0 | 0 | 183 | 21 | 18 | 7 | 0 | 0 | 0"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Contents,0,32.0,9.0,25,3,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Contents | Tables | 3.1 | TOTAL PERSONS AGED 15 YEARS AND OVER, by selected characteristics, 2021 | 3.2 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, New South Wales–Persons aged 15 years and over by selected characteristics, 2021 | 3.3 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Victoria–Persons aged 15 years and over by selected characteristics, 2021 | 3.4 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Queensland–Persons aged 15 years and over by selected characteristics, 2021 | 3.5 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, South Australia–Persons aged 15 years and over by selected characteristics, 2021 | 3.6 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Western Australia–Persons aged 15 years and over by selected characteristics, 2021 | 3.7 | HOMELESS OPERATIONAL GROUPS AND OT"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.1,1,83.0,9.0,25,9,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.1 TOTAL PERSONS AGED 15 YEARS AND OVER, by selected characteristics, 2021(a) | NSW | Vic. | Qld | SA | WA | Tas. | NT | ACT | no. | no. | no. | no. | no. | no. | no. | no. | TOTAL PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(b) | 1605568 | 1337231 | 999942 | 376894 | 524888 | 117605 | 45563 | 66415 | $400–$649 | 970054 | 777208 | 649189 | 256581 | 296537 | 87094 | 18397 | 37148 | $650–$799 | 453482 | 366570 | 306097 | 111354 | 135157 | 37358 | 8735 | 19895 | $800 and over | 3098434 | 2492762 | 1907569 | 646963 | 1032042 | 193110 | 89269 | 229858 | Not stated | 474608 | 360217 | 328841 | 86573 | 165105 | 29751 | 21635 | 18242 | Registered marital status(c) | Never married | 2358844 | 1975409 | 1551602 | 523561 | 777448 | 167609 | 81326 | 145939 | Widowed | 339990 | 262392 | 198827 | 84682 | 95593 | 27690 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.2,2,93.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.2 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, New South Wales–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) | 2"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.3,3,92.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.3 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Victoria–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) | 163 | 16"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.4,4,92.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.4 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Queensland–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) | 740 | "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.5,5,92.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.5 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, South Australia–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) | 1"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.6,6,92.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.6 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Western Australia–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) |"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.7,7,92.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.7 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Tasmania–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) | 59 | 26 "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.8,8,92.0,22.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.8 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Northern Territory–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Under $400(h) "
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,abs_homelessness_census__003__download_xlsx_120_45_kb.xlsx,Table_3.9,9,92.0,24.0,25,22,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO003_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 3.9 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Australian Capital Territory–Persons aged 15 years and over by selected characteristics, 2021(a)(b) | HOMELESS OPERATIONAL GROUP | OTHER MARGINAL HOUSING | People living in improvised dwellings, tents, or sleeping out | People in supported accommodation for the homeless | People staying temporarily with other households(c) | People living in boarding houses(d) | People in other temporary lodgings(d) | People living in 'severely' crowded dwellings(e) | All homeless persons | People living in other crowded dwellings(f) | People in other improvised dwellings | People who are marginally housed in caravan parks(g) | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | no. | % | PERSONS AGED 15 YEARS AND OVER | Total personal income (weekly) | Unde"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Contents,0,31.0,9.0,25,3,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO004_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Contents | Tables | 4.1 | TOTAL POPULATION, Sex, by age of person, 2021 | 4.2 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, New South Wales, Sex, by age of person, 2021 | 4.3 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Victoria, Sex, by age of person, 2021 | 4.4 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Queensland, Sex, by age of person, 2021 | 4.5 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, South Australia, Sex, by age of person, 2021 | 4.6 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Western Australia, Sex, by age of person, 2021 | 4.7 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Tasmania, Sex, by age of person, 2021 | 4.8 | HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, Northern Territory, Sex, by age of person, 2021 | 4.9 | HOMELESS OPERATIONAL GROUP"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.1,1,57.0,14.0,25,11,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO004_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 4.1 TOTAL POPULATION, Sex, by age of person, 2021(a) | AGE OF PERSON (YEARS) | Under 12 | 12–18 | 19–24 | 25–34 | 35–44 | 45–54 | 55–64 | 65–74 | 75 and over | Total | no. | no. | no. | no. | no. | no. | no. | no. | no. | no. | NEW SOUTH WALES | Sex | Male | 601856 | 344122 | 300574 | 564183 | 544186 | 497158 | 468679 | 381017 | 282385 | 3984166 | Female | 568889 | 324067 | 284578 | 577842 | 558980 | 519788 | 493100 | 407711 | 353030 | 4087995 | Total | 1170747 | 668187 | 585150 | 1142026 | 1103167 | 1016948 | 961784 | 788725 | 635418 | 8072161 | VICTORIA | Sex | Male | 480051 | 270156 | 247514 | 483000 | 452696 | 402324 | 361223 | 289032 | 214942 | 3200932 | Female | 455426 | 254654 | 235203 | 492492 | 466025 | 424557 | 385307 | 316522 | 272334 | 3302525 | Total | 935471 | 524804 | 482720 | 975490 | 918725 | 826883 | 746537 | 605555 | 4"
D:\Good Measure\MentalWellbeingbyGeography\data\raw\abs_homelessness\data_cubes_2021\abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,abs_homelessness_census__004__download_xlsx_83_6_kb.xlsx,Table_4.2,2,72.0,14.0,25,11,ok,STATE_TERRITORY,"Australian Bureau of Statistics | 20490DO004_2021 Estimating homelessness: Census, 2021 | Released at 11:30 am (Canberra time) Wed 22 Mar 2023 | Table 4.2 HOMELESS OPERATIONAL GROUPS AND OTHER MARGINAL HOUSING, New South Wales, Sex, by age of person, 2021(a)(b) | AGE OF PERSON (YEARS) | Under 12 | 12–18 | 19–24 | 25–34 | 35–44 | 45–54 | 55–64 | 65–74 | 75 and over | Total | no. | no. | no. | no. | no. | no. | no. | no. | no. | no. | PEOPLE LIVING IN IMPROVISED DWELLINGS, TENTS OR SLEEPING OUT | Sex | Male | 14 | 15 | 33 | 90 | 121 | 149 | 132 | 86 | 19 | 660 | Female | 9 | 9 | 30 | 56 | 52 | 60 | 63 | 30 | 7 | 301 | Total | 21 | 16 | 64 | 147 | 170 | 213 | 202 | 117 | 22 | 963 | PEOPLE IN SUPPORTED ACCOMMODATION FOR THE HOMELESS | Sex | Male | 604 | 345 | 298 | 249 | 270 | 230 | 173 | 55 | 14 | 2249 | Female | 558 | 408 | 420 | 514 | 421 | 272 | 128 | 53 | 24 | 2797 | Total | 1155 | 753 | 717 | 765 | 691 | 504 | 304 | 110 | 42 | 5043 | PEOPLE STAYING TEMPORARILY WITH OTHER HOUSEHOLDS(c"
