native_geography,relative_path,file_size_mb,estimated_rows
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_27_language_geographic__v20.csv,0.011091,44
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_28_language_gender__v20.csv,0.003563,14
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_29_language_first_nation__v20.csv,0.002112,8
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_2_sumary_ind_socio_ec__v20.csv,0.008346,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_30_language_language__v20.csv,0.00554,21
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_32_comm_socio_ec__v20.csv,0.007952,32
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_33_comm_geographic__v20.csv,0.010934,44
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_34_comm_gender__v20.csv,0.00351,14
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_35_comm_first_nations__v20.csv,0.002089,8
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_3_summary_ind_geographic__v20.csv,0.011561,43
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_4_summary_ind_gender__v20.csv,0.003539,13
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_003_download_xlsx_194_kb__table_5_summary_ind_first_nati__v20.csv,0.001959,7
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_10_wa_all_domains__v20.csv,0.007704,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_12_tas_all_domains__v20.csv,0.007622,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_14_nt_all_domains__v20.csv,0.007598,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_16_act_all_domains__v20.csv,0.007622,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_2_nsw_all_domains__v20.csv,0.007724,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_4_vic_all_domains__v20.csv,0.00771,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_6_qld_all_domains__v20.csv,0.007709,31
unknown_review,data\processed\native\unknown_review\aedc_child_development__aedc_child_development_004_download_xlsx_80_kb__table_8_sa_all_domains__v20.csv,0.007681,31
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_readme_csv_metadata_and_user_guide_2023_24__apc_common_procedures__v20.csv,0.001104,5
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__general_information__v20.csv,0.0015,5
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__table_ac_1__v20.csv,0.024952,80
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__table_ac_5__v20.csv,0.106341,319
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__admitted_patient_care_state_and_territory_tables_2023_24__table_of_contents__v20.csv,0.002618,6
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__ed_csv_readme_and_metadata_user_guide_2324__ed_waittime_los_metadata__v20.csv,0.000672,1
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_4__v20.csv,0.353681,1293
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_5__v20.csv,0.098485,322
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_1__v20.csv,0.022907,70
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_4__v20.csv,0.389243,1290
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_5__v20.csv,0.10109,318
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescriptions_quarters_demographic_2024_25__v20.csv,15.274571,43202
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__metadata_description_cmhc_mrf_2324__metadata_demographic_focus__v20.csv,0.001874,8
unknown_review,data\processed\native\unknown_review\aihw_mental_health_regional_activity__metadata_description_cmhc_mrf_2324__metadata_session_focus__v20.csv,0.001855,8
unknown_review,data\processed\native\unknown_review\ndis_service_area_candidate__market_concentration_2026_03_31_market_concentration_market_concentration_data__v20.csv,4.084813,14915
unknown_review,data\processed\native\unknown_review\ndis_service_area_candidate__other_ndia_public_2026_03_31_participant_other_participants_by_ced_data__v20.csv,0.609918,2562
unknown_review,data\processed\native\unknown_review\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__figure_p_1__v20.csv,0.004505,60
unknown_review,data\processed\native\unknown_review\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_14__v20.csv,0.078177,353
unknown_review,data\processed\native\unknown_review\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_15__v20.csv,0.07814,353
unknown_review,data\processed\native\unknown_review\ndis_service_area_candidate__sda_dwellings_demand_2026_03_30_sda_dwellings_demand_sda_enrolled_dwellings_and_ndis_demand_data__table_p_18__v20.csv,0.079227,359
